year,rate,Norm
1974,18.5,0.140151515
1990,18.5,0.140151515
1965,18.5,0.140151515
1966,18.5,0.140151515
2005,18.5,0.140151515
1976,18.492,0.140090909
1993,18.483,0.140022727
1977,18.479,0.139992424
1972,18.477,0.139977273
2005,18.469,0.139916667
1997,18.462,0.139863636
2004,18.461,0.139856061
2007,18.457,0.139825758
2002,18.45,0.139772727
1982,18.438,0.139681818
1973,18.43,0.139621212
2001,18.42350811,0.139572031
2003,18.421,0.13955303
1995,18.41736108,0.139525463
1960,18.41,0.139469697
1974,18.409,0.139462121
1975,18.4,0.139393939
1966,18.4,0.139393939
1961,18.4,0.139393939
1975,18.4,0.139393939
1983,18.4,0.139393939
1961,18.4,0.139393939
1962,18.4,0.139393939
1974,18.4,0.139393939
2005,18.4,0.139393939
2000,18.4,0.139393939
1990,18.4,0.139393939
1962,18.4,0.139393939
1981,18.4,0.139393939
1966,18.4,0.139393939
1970,18.4,0.139393939
2004,18.398,0.139378788
2004,18.389,0.139310606
1970,18.385,0.139280303
1987,18.38,0.139242424
2007,18.375,0.139204545
1976,18.371,0.139174242
1970,18.35319983,0.139039393
1973,18.351,0.139022727
1992,18.332,0.138878788
2001,18.332,0.138878788
2008,18.32806384,0.138848968
1972,18.317,0.138765152
2006,18.313,0.138734848
2008,18.311,0.138719697
2003,18.31,0.138712121
1970,18.30628713,0.138683993
1978,18.3,0.138636364
1961,18.3,0.138636364
1962,18.3,0.138636364
1965,18.3,0.138636364
1975,18.3,0.138636364
1995,18.3,0.138636364
1996,18.3,0.138636364
1970,18.3,0.138636364
1975,18.3,0.138636364
1997,18.3,0.138636364
1982,18.3,0.138636364
2007,18.295,0.138598485
1971,18.287,0.138537879
1993,18.274,0.138439394
2004,18.271,0.138416667
1992,18.27,0.138409091
1983,18.252,0.138272727
1978,18.25,0.138257576
1974,18.239,0.138174242
2002,18.233,0.138128788
2008,18.229,0.138098485
1972,18.223,0.13805303
2004,18.213,0.137977273
2005,18.213,0.137977273
1980,18.21,0.137954545
2002,18.20317729,0.137902858
1991,18.203,0.137901515
1967,18.2,0.137878788
1963,18.2,0.137878788
1961,18.2,0.137878788
1963,18.2,0.137878788
1964,18.2,0.137878788
1968,18.2,0.137878788
1994,18.2,0.137878788
2004,18.2,0.137878788
2000,18.2,0.137878788
2003,18.2,0.137878788
1985,18.2,0.137878788
1999,18.2,0.137878788
1982,18.2,0.137878788
1989,18.2,0.137878788
1996,18.2,0.137878788
1997,18.186,0.137772727
2000,18.175,0.137689394
1995,18.157,0.13755303
1996,18.1533375,0.137525284
2005,18.153,0.137522727
2007,18.141,0.137431818
1975,18.139,0.137416667
2005,18.139,0.137416667
2002,18.1,0.137121212
1962,18.1,0.137121212
1984,18.1,0.137121212
1960,18.1,0.137121212
1964,18.1,0.137121212
1991,18.1,0.137121212
1983,18.1,0.137121212
1961,18.1,0.137121212
1962,18.1,0.137121212
1963,18.1,0.137121212
2003,18.1,0.137121212
1975,18.096,0.137090909
1993,18.09,0.137045455
2002,18.066,0.136863636
1984,18.066,0.136863636
2006,18.062,0.136833333
1998,18.06,0.136818182
1976,18.056,0.136787879
1977,18.045,0.136704545
1994,18.044,0.13669697
2005,18.042,0.136681818
1983,18.021,0.136522727
1961,18.02,0.136515152
1973,18.02,0.136515152
2008,18.017,0.136492424
1982,18.016,0.136484848
1988,18.015,0.136477273
2007,18,0.136363636
1965,18,0.136363636
1977,18,0.136363636
1962,18,0.136363636
1964,18,0.136363636
1977,18,0.136363636
1989,18,0.136363636
1967,18,0.136363636
1976,18,0.136363636
1973,18,0.136363636
1967,18,0.136363636
1983,18,0.136363636
1984,18,0.136363636
1985,18,0.136363636
1990,18,0.136363636
1998,18,0.136363636
1977,17.999,0.136356061
1981,17.997,0.136340909
1984,17.997,0.136340909
2003,17.987,0.136265152
2008,17.986,0.136257576
2000,17.98,0.136212121
1974,17.978,0.13619697
1980,17.976,0.136181818
1975,17.975,0.136174242
1978,17.971,0.136143939
1979,17.966,0.136106061
2003,17.95997193,0.136060393
2003,17.94,0.135909091
1977,17.938,0.135893939
1985,17.93,0.135833333
1965,17.91806203,0.135742894
2007,17.901,0.135613636
1960,17.9,0.135606061
1965,17.9,0.135606061
1967,17.9,0.135606061
1977,17.9,0.135606061
1960,17.9,0.135606061
1961,17.9,0.135606061
1966,17.9,0.135606061
1961,17.9,0.135606061
1966,17.9,0.135606061
1975,17.9,0.135606061
1977,17.9,0.135606061
1966,17.9,0.135606061
1993,17.9,0.135606061
1964,17.9,0.135606061
1998,17.9,0.135606061
1998,17.9,0.135606061
1986,17.9,0.135606061
1987,17.9,0.135606061
1969,17.9,0.135606061
1990,17.89473862,0.135566202
2008,17.869,0.135371212
2006,17.868,0.135363636
1998,17.866,0.135348485
1970,17.86512895,0.135341886
1975,17.86138697,0.135313538
2004,17.86,0.13530303
2003,17.849,0.135219697
1993,17.839,0.135143939
1985,17.833,0.135098485
1993,17.824,0.135030303
1979,17.82,0.135
2005,17.82,0.135
1986,17.807,0.134901515
1962,17.80584671,0.134892778
2006,17.801,0.134856061
1974,17.8,0.134848485
2006,17.8,0.134848485
2008,17.8,0.134848485
1960,17.8,0.134848485
1965,17.8,0.134848485
1974,17.8,0.134848485
1964,17.8,0.134848485
1965,17.8,0.134848485
1992,17.8,0.134848485
2008,17.8,0.134848485
1997,17.8,0.134848485
1967,17.8,0.134848485
2004,17.77138826,0.134631729
1998,17.771,0.134628788
1976,17.76,0.134545455
2005,17.726,0.134287879
1997,17.72333005,0.134267652
2007,17.721,0.13425
1998,17.71735235,0.134222366
1999,17.713,0.134189394
1978,17.709,0.134159091
2008,17.705,0.134128788
1994,17.7,0.134090909
1964,17.7,0.134090909
1964,17.7,0.134090909
1962,17.7,0.134090909
1965,17.7,0.134090909
1991,17.7,0.134090909
1992,17.7,0.134090909
2001,17.7,0.134090909
1967,17.7,0.134090909
2006,17.7,0.134090909
1964,17.7,0.134090909
1976,17.7,0.134090909
1975,17.7,0.134090909
1984,17.7,0.134090909
2001,17.7,0.134090909
2002,17.7,0.134090909
2008,17.7,0.134090909
1992,17.687,0.133992424
2004,17.68,0.133939394
1989,17.661,0.133795455
1987,17.624,0.133515152
2004,17.608,0.133393939
1966,17.6,0.133333333
1983,17.6,0.133333333
1968,17.6,0.133333333
1969,17.6,0.133333333
1960,17.6,0.133333333
1963,17.6,0.133333333
1966,17.6,0.133333333
1998,17.6,0.133333333
1985,17.6,0.133333333
1968,17.6,0.133333333
1965,17.6,0.133333333
1974,17.6,0.133333333
1967,17.6,0.133333333
1968,17.6,0.133333333
1969,17.6,0.133333333
1960,17.6,0.133333333
1967,17.6,0.133333333
2007,17.6,0.133333333
1993,17.6,0.133333333
1995,17.6,0.133333333
1968,17.6,0.133333333
1996,17.6,0.133333333
1995,17.592,0.133272727
1962,17.59,0.133257576
2008,17.581,0.133189394
1998,17.57233422,0.133123744
1999,17.569,0.133098485
2005,17.553,0.132977273
1975,17.54,0.132878788
1996,17.515,0.132689394
2005,17.50144449,0.132586701
2000,17.50002685,0.132575961
1960,17.5,0.132575758
1967,17.5,0.132575758
1963,17.5,0.132575758
1977,17.5,0.132575758
1976,17.5,0.132575758
1993,17.5,0.132575758
1969,17.5,0.132575758
1973,17.5,0.132575758
1989,17.5,0.132575758
1990,17.5,0.132575758
1972,17.5,0.132575758
1994,17.5,0.132575758
1978,17.5,0.132575758
1983,17.5,0.132575758
1989,17.5,0.132575758
1985,17.5,0.132575758
1988,17.5,0.132575758
1991,17.5,0.132575758
1994,17.5,0.132575758
1986,17.495,0.132537879
1979,17.482,0.132439394
2006,17.476,0.132393939
2003,17.469,0.132340909
2007,17.466,0.132318182
1970,17.46,0.132272727
1992,17.459,0.132265152
2006,17.454,0.132227273
1999,17.43197037,0.132060382
1967,17.4,0.131818182
1961,17.4,0.131818182
1970,17.4,0.131818182
1965,17.4,0.131818182
1969,17.4,0.131818182
1976,17.4,0.131818182
1963,17.4,0.131818182
2001,17.4,0.131818182
1978,17.4,0.131818182
1997,17.4,0.131818182
1991,17.4,0.131818182
1965,17.4,0.131818182
2004,17.4,0.131818182
2007,17.4,0.131818182
1963,17.399,0.131810606
1991,17.393,0.131765152
1964,17.381,0.131674242
1988,17.379,0.131659091
2006,17.37,0.131590909
1994,17.367,0.131568182
2007,17.364,0.131545455
1978,17.356,0.131484848
1980,17.348,0.131424242
1987,17.346,0.131409091
2006,17.31521875,0.1311759
2005,17.308,0.131121212
1990,17.306,0.131106061
1961,17.3,0.131060606
1968,17.3,0.131060606
1960,17.3,0.131060606
1978,17.3,0.131060606
1978,17.3,0.131060606
1986,17.3,0.131060606
1960,17.3,0.131060606
2002,17.3,0.131060606
1999,17.3,0.131060606
2004,17.3,0.131060606
1960,17.3,0.131060606
1961,17.3,0.131060606
1963,17.3,0.131060606
1977,17.3,0.131060606
1988,17.3,0.131060606
1982,17.3,0.131060606
1991,17.3,0.131060606
2006,17.3,0.131060606
1986,17.299,0.13105303
2006,17.294,0.131015152
1992,17.28,0.130909091
1981,17.278,0.130893939
2008,17.269,0.130825758
1981,17.26149355,0.130768891
1988,17.259,0.13075
1983,17.23508701,0.130568841
1982,17.231,0.130537879
1962,17.218,0.130439394
2007,17.21745602,0.130435273
2005,17.2,0.13030303
1964,17.2,0.13030303
1974,17.2,0.13030303
1971,17.2,0.13030303
1968,17.2,0.13030303
1984,17.2,0.13030303
2005,17.2,0.13030303
1971,17.2,0.13030303
1971,17.2,0.13030303
1986,17.2,0.13030303
1987,17.2,0.13030303
1992,17.2,0.13030303
1971,17.2,0.13030303
1997,17.2,0.13030303
1999,17.173,0.130098485
1981,17.17136227,0.130086078
1983,17.171,0.130083333
2000,17.168,0.130060606
1965,17.158,0.129984848
1999,17.155,0.129962121
2008,17.152,0.129939394
1996,17.145,0.129886364
2008,17.13704491,0.129826098
1985,17.128,0.129757576
1995,17.12,0.12969697
2001,17.118,0.129681818
1994,17.114,0.129651515
1993,17.101,0.12955303
1968,17.1,0.129545455
1997,17.1,0.129545455
1963,17.1,0.129545455
1986,17.1,0.129545455
1965,17.1,0.129545455
1962,17.1,0.129545455
1971,17.1,0.129545455
1962,17.1,0.129545455
1979,17.1,0.129545455
1980,17.1,0.129545455
2000,17.1,0.129545455
2003,17.1,0.129545455
2005,17.1,0.129545455
2006,17.1,0.129545455
2006,17.075,0.129356061
1984,17.075,0.129356061
1984,17.07260776,0.129337938
1989,17.072,0.129333333
1975,17.05723848,0.129221504
1985,17.05,0.129166667
1970,17.04,0.129090909
1980,17.0331209,0.129038795
2007,17.03,0.129015152
1987,17.027,0.128992424
1989,17.025,0.128977273
1991,17.0161041,0.12890988
1960,17,0.128787879
1969,17,0.128787879
1984,17,0.128787879
1972,17,0.128787879
1966,17,0.128787879
1967,17,0.128787879
1972,17,0.128787879
1980,17,0.128787879
1987,17,0.128787879
1961,17,0.128787879
1975,17,0.128787879
2000,17,0.128787879
1986,17,0.128787879
1995,17,0.128787879
1981,17,0.128787879
1992,17,0.128787879
1993,17,0.128787879
1996,16.98,0.128636364
1998,16.97006594,0.128561106
2007,16.941,0.128340909
1991,16.933,0.128280303
1985,16.928,0.128242424
1995,16.911,0.128113636
2008,16.906,0.128075758
1994,16.903,0.12805303
1996,16.9,0.128030303
1968,16.9,0.128030303
1984,16.9,0.128030303
1992,16.9,0.128030303
1972,16.9,0.128030303
1979,16.9,0.128030303
2007,16.9,0.128030303
1996,16.9,0.128030303
1984,16.9,0.128030303
1999,16.9,0.128030303
2001,16.9,0.128030303
2002,16.9,0.128030303
1999,16.8912151,0.127963751
2007,16.882,0.127893939
1999,16.88057041,0.127883109
1997,16.878,0.127863636
1961,16.863,0.12775
1984,16.854,0.127681818
2000,16.85,0.127651515
2004,16.849,0.127643939
2007,16.814,0.127378788
2001,16.811,0.127356061
1962,16.8,0.127272727
1971,16.8,0.127272727
1967,16.8,0.127272727
1967,16.8,0.127272727
1969,16.8,0.127272727
1970,16.8,0.127272727
1979,16.8,0.127272727
1981,16.8,0.127272727
1970,16.8,0.127272727
1971,16.8,0.127272727
1966,16.8,0.127272727
1971,16.8,0.127272727
1979,16.8,0.127272727
1987,16.8,0.127272727
1966,16.8,0.127272727
1970,16.8,0.127272727
1978,16.8,0.127272727
1986,16.8,0.127272727
1968,16.8,0.127272727
1976,16.8,0.127272727
2004,16.8,0.127272727
1966,16.747,0.126871212
1997,16.725,0.126704545
1986,16.722,0.126681818
1965,16.72,0.126666667
1983,16.70654686,0.126564749
2008,16.704,0.126545455
1975,16.7,0.126515152
1962,16.7,0.126515152
1972,16.7,0.126515152
1969,16.7,0.126515152
1962,16.7,0.126515152
1968,16.7,0.126515152
1977,16.7,0.126515152
1994,16.7,0.126515152
1995,16.7,0.126515152
1967,16.7,0.126515152
1998,16.7,0.126515152
1973,16.7,0.126515152
2002,16.7,0.126515152
1998,16.7,0.126515152
1990,16.7,0.126515152
1990,16.696,0.126484848
2008,16.69,0.126439394
2008,16.677,0.126340909
1990,16.653,0.126159091
2000,16.633,0.126007576
2001,16.6282165,0.125971337
1980,16.61839631,0.125896942
2002,16.60777385,0.125816469
1975,16.6,0.125757576
1960,16.6,0.125757576
1961,16.6,0.125757576
1969,16.6,0.125757576
1987,16.6,0.125757576
1991,16.6,0.125757576
1972,16.6,0.125757576
1970,16.6,0.125757576
1979,16.6,0.125757576
1982,16.6,0.125757576
1985,16.6,0.125757576
1985,16.6,0.125757576
1987,16.6,0.125757576
1982,16.59438872,0.125715066
1979,16.587,0.125659091
1965,16.576,0.125575758
1997,16.57,0.125530303
2001,16.5541096,0.125409921
1983,16.541,0.125310606
1993,16.53,0.125227273
1990,16.5292753,0.125221783
1992,16.529,0.125219697
2000,16.521,0.125159091
1980,16.5,0.125
1965,16.5,0.125
1976,16.5,0.125
1970,16.5,0.125
2002,16.5,0.125
1977,16.5,0.125
1984,16.5,0.125
1975,16.5,0.125
1984,16.47818553,0.124834739
1987,16.469,0.124765152
1982,16.46798747,0.124757481
1996,16.457,0.124674242
2002,16.456,0.124666667
1994,16.455,0.124659091
1988,16.427,0.12444697
1970,16.42492836,0.124431275
1981,16.4,0.124242424
1969,16.4,0.124242424
1963,16.4,0.124242424
1973,16.4,0.124242424
1982,16.4,0.124242424
1993,16.4,0.124242424
2001,16.4,0.124242424
1994,16.4,0.124242424
1972,16.4,0.124242424
1999,16.4,0.124242424
2005,16.385,0.124128788
1960,16.383,0.124113636
2000,16.36666667,0.123989899
1986,16.35933522,0.123934358
2000,16.35377358,0.123892224
1998,16.349,0.123856061
1970,16.30211904,0.123500902
1998,16.301,0.123492424
1970,16.3,0.123484848
1981,16.3,0.123484848
1982,16.3,0.123484848
1979,16.3,0.123484848
1991,16.3,0.123484848
1972,16.3,0.123484848
1994,16.3,0.123484848
2002,16.3,0.123484848
1970,16.3,0.123484848
1972,16.3,0.123484848
1978,16.3,0.123484848
1986,16.3,0.123484848
1967,16.3,0.123484848
1969,16.3,0.123484848
1983,16.3,0.123484848
1969,16.3,0.123484848
1971,16.3,0.123484848
1978,16.3,0.123484848
1991,16.3,0.123484848
1992,16.292,0.123424242
1967,16.28658548,0.123383223
1982,16.27,0.123257576
1991,16.244,0.123060606
1993,16.238,0.123015152
1985,16.22792733,0.122938843
2001,16.213,0.122825758
2002,16.213,0.122825758
1999,16.20997123,0.122802812
2007,16.209,0.122795455
1967,16.208,0.122787879
1976,16.2,0.122727273
1973,16.2,0.122727273
1998,16.2,0.122727273
1970,16.2,0.122727273
1976,16.2,0.122727273
1985,16.2,0.122727273
2008,16.2,0.122727273
1980,16.2,0.122727273
1981,16.2,0.122727273
1994,16.2,0.122727273
1968,16.2,0.122727273
1997,16.2,0.122727273
1980,16.2,0.122727273
1977,16.2,0.122727273
1979,16.2,0.122727273
1989,16.2,0.122727273
2008,16.194,0.122681818
1980,16.183,0.122598485
1988,16.182,0.122590909
1987,16.17773589,0.122558605
1991,16.169,0.122492424
1960,16.16,0.122424242
1995,16.16,0.122424242
1991,16.15955429,0.122420866
2002,16.15392411,0.122378213
1981,16.114,0.122075758
1992,16.10877554,0.122036178
2004,16.1,0.121969697
1964,16.1,0.121969697
1977,16.1,0.121969697
1987,16.1,0.121969697
1988,16.1,0.121969697
1971,16.1,0.121969697
1974,16.1,0.121969697
1986,16.1,0.121969697
1995,16.1,0.121969697
1996,16.1,0.121969697
1968,16.1,0.121969697
1972,16.1,0.121969697
1987,16.1,0.121969697
1987,16.1,0.121969697
1999,16.1,0.121969697
1993,16.088,0.121878788
2001,16.081,0.121825758
2003,16.073,0.121765152
1989,16.07000433,0.121742457
2006,16.07,0.121742424
1999,16.024,0.121393939
1988,16,0.121212121
1971,16,0.121212121
1976,16,0.121212121
1985,16,0.121212121
1973,16,0.121212121
1995,16,0.121212121
1961,16,0.121212121
1984,16,0.121212121
1981,16,0.121212121
1988,16,0.121212121
1996,16,0.121212121
1974,16,0.121212121
1964,16,0.121212121
1983,16,0.121212121
1997,15.994,0.121166667
1995,15.986,0.121106061
1995,15.97,0.120984848
1970,15.96,0.120909091
2001,15.931,0.120689394
1975,15.91261032,0.120550078
1977,15.9,0.120454545
1998,15.9,0.120454545
1966,15.9,0.120454545
1971,15.9,0.120454545
1972,15.9,0.120454545
1968,15.9,0.120454545
1972,15.9,0.120454545
1967,15.9,0.120454545
2004,15.9,0.120454545
1996,15.9,0.120454545
1986,15.9,0.120454545
1960,15.9,0.120454545
1962,15.9,0.120454545
1965,15.9,0.120454545
1989,15.9,0.120454545
1985,15.9,0.120454545
1980,15.9,0.120454545
1988,15.9,0.120454545
1970,15.9,0.120454545
1965,15.9,0.120454545
2000,15.9,0.120454545
2002,15.9,0.120454545
1980,15.9,0.120454545
1982,15.9,0.120454545
1988,15.9,0.120454545
1992,15.9,0.120454545
2002,15.878,0.120287879
2007,15.863,0.120174242
1989,15.862,0.120166667
1980,15.85096517,0.120083069
1982,15.82150927,0.119859919
1999,15.809,0.119765152
1988,15.80812974,0.119758559
2001,15.8061709,0.119743719
1982,15.8,0.11969697
1983,15.8,0.11969697
1977,15.8,0.11969697
1975,15.8,0.11969697
1970,15.8,0.11969697
2000,15.8,0.11969697
1962,15.8,0.11969697
1978,15.8,0.11969697
1974,15.8,0.11969697
1982,15.8,0.11969697
1964,15.8,0.11969697
1960,15.8,0.11969697
1969,15.8,0.11969697
1987,15.8,0.11969697
1988,15.8,0.11969697
2003,15.8,0.11969697
1982,15.8,0.11969697
1983,15.8,0.11969697
1979,15.8,0.11969697
1966,15.8,0.11969697
1985,15.78743145,0.119601753
1992,15.77987174,0.119544483
1995,15.772,0.119484848
2003,15.76675769,0.119445134
1988,15.76126075,0.119403491
2000,15.75562016,0.119360759
2000,15.751,0.119325758
2000,15.74733096,0.119297962
1985,15.74,0.119242424
1992,15.73,0.119166667
2008,15.727,0.119143939
2003,15.72,0.119090909
1989,15.716,0.119060606
1982,15.7,0.118939394
1981,15.7,0.118939394
1985,15.7,0.118939394
1982,15.7,0.118939394
1975,15.7,0.118939394
1987,15.7,0.118939394
1963,15.7,0.118939394
1998,15.7,0.118939394
1995,15.7,0.118939394
1980,15.7,0.118939394
1981,15.7,0.118939394
1984,15.7,0.118939394
1985,15.7,0.118939394
1981,15.66084382,0.118642756
2004,15.65,0.118560606
1998,15.64,0.118484848
1985,15.64,0.118484848
1975,15.64,0.118484848
1984,15.63109343,0.118417374
1992,15.63,0.118409091
2003,15.62808869,0.118394611
1985,15.62124158,0.118342739
2003,15.613,0.118280303
1994,15.612,0.118272727
1968,15.604,0.118212121
1978,15.6,0.118181818
1973,15.6,0.118181818
1976,15.6,0.118181818
1987,15.6,0.118181818
1983,15.6,0.118181818
2004,15.6,0.118181818
1988,15.6,0.118181818
1999,15.6,0.118181818
2000,15.6,0.118181818
1967,15.6,0.118181818
1984,15.6,0.118181818
1972,15.6,0.118181818
1979,15.6,0.118181818
1996,15.595,0.118143939
1981,15.58866902,0.118095977
1986,15.57186673,0.117968687
1977,15.55,0.11780303
1985,15.55,0.11780303
2001,15.525,0.117613636
1998,15.515,0.117537879
1990,15.511,0.117507576
1992,15.5,0.117424242
1978,15.5,0.117424242
1992,15.5,0.117424242
1977,15.5,0.117424242
1972,15.5,0.117424242
1980,15.5,0.117424242
1989,15.5,0.117424242
1978,15.5,0.117424242
1979,15.5,0.117424242
2003,15.5,0.117424242
2003,15.5,0.117424242
1988,15.5,0.117424242
1966,15.5,0.117424242
1988,15.5,0.117424242
1973,15.5,0.117424242
1986,15.5,0.117424242
2001,15.5,0.117424242
1983,15.5,0.117424242
1986,15.5,0.117424242
1987,15.5,0.117424242
1993,15.5,0.117424242
1990,15.49469466,0.11738405
1980,15.48,0.117272727
1983,15.45090415,0.117052304
1980,15.4466365,0.117019973
2002,15.444,0.117
1980,15.44,0.116969697
1996,15.44,0.116969697
1987,15.4322138,0.116910711
1988,15.42861073,0.116883415
2000,15.412,0.116757576
2004,15.406,0.116712121
2002,15.403,0.116689394
1986,15.40161337,0.116678889
1987,15.4,0.116666667
1990,15.4,0.116666667
1991,15.4,0.116666667
1974,15.4,0.116666667
1979,15.4,0.116666667
1980,15.4,0.116666667
2002,15.4,0.116666667
1973,15.4,0.116666667
1977,15.4,0.116666667
1980,15.4,0.116666667
2002,15.4,0.116666667
1977,15.4,0.116666667
1990,15.4,0.116666667
1962,15.4,0.116666667
1980,15.4,0.116666667
2003,15.4,0.116666667
1981,15.4,0.116666667
1967,15.4,0.116666667
1987,15.39136621,0.116601259
2002,15.36190419,0.116378062
2004,15.35117549,0.116296784
1975,15.34096581,0.116219438
1970,15.336,0.116181818
2002,15.333,0.116159091
1975,15.32,0.116060606
2003,15.32,0.116060606
1989,15.31484728,0.11602157
1975,15.314,0.116015152
1993,15.30993514,0.115984357
1979,15.3,0.115909091
1980,15.3,0.115909091
1967,15.3,0.115909091
1965,15.3,0.115909091
1972,15.3,0.115909091
1979,15.3,0.115909091
1981,15.3,0.115909091
1968,15.3,0.115909091
1974,15.3,0.115909091
1988,15.3,0.115909091
1997,15.3,0.115909091
1998,15.3,0.115909091
2003,15.3,0.115909091
1996,15.3,0.115909091
1990,15.3,0.115909091
1986,15.3,0.115909091
2001,15.3,0.115909091
1970,15.3,0.115909091
2008,15.299,0.115901515
1991,15.29120993,0.115842499
1993,15.29,0.115833333
1997,15.29,0.115833333
1993,15.26300658,0.115628838
2005,15.249,0.115522727
2008,15.232,0.115393939
1970,15.22,0.11530303
1989,15.21753424,0.11528435
2005,15.201,0.115159091
1976,15.2,0.115151515
1989,15.2,0.115151515
1978,15.2,0.115151515
1971,15.2,0.115151515
1971,15.2,0.115151515
1980,15.2,0.115151515
1965,15.2,0.115151515
1977,15.2,0.115151515
1988,15.2,0.115151515
1989,15.2,0.115151515
1989,15.2,0.115151515
1987,15.2,0.115151515
1990,15.2,0.115151515
1991,15.2,0.115151515
1992,15.2,0.115151515
1982,15.2,0.115151515
1989,15.2,0.115151515
1990,15.2,0.115151515
1981,15.2,0.115151515
1994,15.2,0.115151515
2001,15.19497166,0.115113422
2005,15.18443979,0.115033635
1997,15.174,0.114954545
1993,15.172,0.114939394
2003,15.165,0.114886364
1985,15.16,0.114848485
2004,15.16,0.114848485
1998,15.15,0.114772727
2007,15.14,0.11469697
2007,15.138,0.114681818
1991,15.13,0.114621212
2006,15.128,0.114606061
2005,15.12225256,0.114562519
2006,15.11272631,0.114490351
1995,15.108,0.114454545
1992,15.1,0.114393939
1970,15.1,0.114393939
1984,15.1,0.114393939
1982,15.1,0.114393939
1972,15.1,0.114393939
2007,15.1,0.114393939
1968,15.1,0.114393939
1990,15.1,0.114393939
2001,15.1,0.114393939
1987,15.1,0.114393939
1982,15.1,0.114393939
2005,15.1,0.114393939
1998,15.1,0.114393939
1972,15.1,0.114393939
1977,15.1,0.114393939
2001,15.096,0.114363636
1993,15.085,0.114280303
1996,15.076,0.114212121
2006,15.076,0.114212121
1983,15.06477294,0.114127068
2008,15.06,0.114090909
1982,15.04913732,0.114008616
1980,15.04,0.113939394
1992,15.03521996,0.113903182
2007,15.03,0.113863636
1999,15.024,0.113818182
2004,15.012,0.113727273
2007,15.00627294,0.113683886
1983,15,0.113636364
1984,15,0.113636364
1986,15,0.113636364
1967,15,0.113636364
1989,15,0.113636364
1983,15,0.113636364
1984,15,0.113636364
1990,15,0.113636364
1960,15,0.113636364
1969,15,0.113636364
1973,15,0.113636364
1979,15,0.113636364
1977,15,0.113636364
1991,15,0.113636364
1981,15,0.113636364
1983,15,0.113636364
1991,15,0.113636364
1982,15,0.113636364
1978,15,0.113636364
1994,14.997,0.113613636
1996,14.992,0.113575758
1994,14.99070106,0.113565917
1975,14.98,0.113484848
2003,14.97100188,0.113416681
1969,14.971,0.113416667
2003,14.962,0.113348485
1972,14.96,0.113333333
1990,14.954,0.113287879
2006,14.947,0.113234848
2008,14.942,0.11319697
2003,14.94,0.113181818
2008,14.91058454,0.112958974
1994,14.9000019,0.112878802
1988,14.9,0.112878788
1989,14.9,0.112878788
1991,14.9,0.112878788
1999,14.9,0.112878788
1966,14.9,0.112878788
1980,14.9,0.112878788
1985,14.9,0.112878788
1989,14.9,0.112878788
1991,14.9,0.112878788
2006,14.9,0.112878788
1980,14.9,0.112878788
1981,14.9,0.112878788
1972,14.9,0.112878788
1975,14.9,0.112878788
2001,14.9,0.112878788
1974,14.9,0.112878788
2000,14.9,0.112878788
1989,14.9,0.112878788
1977,14.9,0.112878788
1999,14.89,0.11280303
1990,14.87711395,0.112705409
2005,14.873,0.112674242
1984,14.86370345,0.112603814
1998,14.862,0.112590909
2005,14.86,0.112575758
1981,14.85658239,0.112549867
1980,14.84,0.112424242
2008,14.83,0.112348485
2002,14.824,0.11230303
2004,14.81157859,0.112208929
2005,14.81134981,0.112207196
1985,14.8,0.112121212
1986,14.8,0.112121212
1987,14.8,0.112121212
2000,14.8,0.112121212
1968,14.8,0.112121212
1969,14.8,0.112121212
1970,14.8,0.112121212
1967,14.8,0.112121212
2006,14.8,0.112121212
1999,14.8,0.112121212
1978,14.8,0.112121212
1997,14.8,0.112121212
1967,14.8,0.112121212
1984,14.8,0.112121212
1986,14.8,0.112121212
1963,14.8,0.112121212
1982,14.8,0.112121212
1987,14.8,0.112121212
1973,14.8,0.112121212
1974,14.8,0.112121212
1995,14.8,0.112121212
1996,14.8,0.112121212
2008,14.79844523,0.112109434
1980,14.78287806,0.1119915
2007,14.77,0.111893939
2002,14.76441384,0.11185162
2006,14.76,0.111818182
2006,14.754,0.111772727
2006,14.745,0.111704545
1992,14.728,0.111575758
2005,14.719,0.111507576
1975,14.71673731,0.111490434
1993,14.7,0.111363636
1992,14.7,0.111363636
1982,14.7,0.111363636
1960,14.7,0.111363636
1970,14.7,0.111363636
1972,14.7,0.111363636
1989,14.7,0.111363636
1997,14.7,0.111363636
2000,14.7,0.111363636
2004,14.7,0.111363636
2000,14.7,0.111363636
2006,14.698,0.111348485
2005,14.677,0.111189394
2007,14.67,0.111136364
2008,14.66298346,0.111083208
1980,14.66,0.111060606
1993,14.65962623,0.111057774
2008,14.649,0.110977273
2004,14.644,0.110939394
1999,14.644,0.110939394
1975,14.64142629,0.110919896
1999,14.64,0.110909091
2005,14.64,0.110909091
2007,14.636,0.110878788
2007,14.628,0.110818182
2005,14.62,0.110757576
1971,14.6,0.110606061
1971,14.6,0.110606061
1990,14.6,0.110606061
1969,14.6,0.110606061
1969,14.6,0.110606061
1982,14.6,0.110606061
1967,14.6,0.110606061
2002,14.6,0.110606061
1989,14.6,0.110606061
1989,14.6,0.110606061
1981,14.6,0.110606061
1975,14.6,0.110606061
1976,14.6,0.110606061
1997,14.6,0.110606061
1998,14.6,0.110606061
1994,14.593,0.11055303
1996,14.592,0.110545455
1995,14.58128939,0.110464314
2001,14.58,0.110454545
